barra,tension_kv,zona_geografica,contexto_topologico,tipo_contexto,rol_evidencia,resumen_contexto,estres_nodal,prioridad_operativa,prioridad_operativa_p90,ranking_estres_nodal,ranking_prioridad_operativa,score_revision,prioridad,robustez,dependencia_criterio,score_estabilidad,meses_top20_mensual,share_top20_mensual,zona_mensual,lectura_zona_mensual,soporte_evidencia,driver_principal,persistencia,meses_prioridad,meses_seguimiento,meses_score,cobertura_analitica,meses_fuente_coes,meses_observados,nota_cobertura,primer_mes,ultimo_mes,estado_publicacion,accion_recomendada,limite_interpretacion
DUNA HUAMBOS 34.5,34.5,Contexto geográfico pendiente de validación pública,DUNA-HUAMBOS 34.5 KV,"distribución, generación o subtransmisión","Barra local, industrial o generación","DUNA-HUAMBOS 34.5 KV a 34.5 kV se interpreta como barra local, industrial, de generación o media tensión. Su valor para el producto está en conectar la señal de estrés nodal y prioridad operativa con demanda, inyección local o exposición contractual específica.",59.52,53.67,76.79,71,70,61.32,Señal condicionada,Alta dependencia,Alta dependencia,54.1770462312671,1,0.032,Entrada puntual a zona mensual,Tuvo una entrada puntual a la zona ejecutiva; revisar el mes antes de extraer una conclusion general.,A,Nivel de precio,Episódica,1,9,31,Cobertura analitica alta,36,31,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,"Revisar después de señales prioritarias o cuando sector, contrato o ubicación industrial aumenten su relevancia analítica.","Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
SOCABAYA 138,138.0,Contexto geográfico pendiente de validación pública,SOCABAYA,Subestación de transmisión,Alias COES cerrado con evidencia,SOCABAYA a 138.0 kV conserva una convención de nombre COES o alias ya cerrada para uso de screening. La lectura útil es comparar la señal de precio con el activo o conexión que explica su relevancia actual.,59.67,54.09,77.56,69,67,61.3,Señal condicionada,Alta dependencia,Alta dependencia,53.390202349965634,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Nivel de precio,Episódica,2,11,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,"Revisar después de señales prioritarias o cuando sector, contrato o ubicación industrial aumenten su relevancia analítica.","Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
AGROLMOS 60,60.0,Contexto geográfico pendiente de validación pública,CT AGROLMOS / OLMOS 60 KV,conexión o proyecto vigente,Subestación o activo oficial,"CT AGROLMOS / OLMOS 60 KV a 60.0 kV cuenta con contexto oficial de conexión o proyecto vigente. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",60.01,54.86,76.37,68,64,61.0,Señal condicionada,Alta dependencia,Alta dependencia,59.23346961682504,2,0.333,Zona mensual episodica,Entra en la zona ejecutiva algunos meses; se interpreta como episodio o sensibilidad temporal.,A,Nivel de precio,Episódica,1,2,6,Cobertura analitica limitada,36,6,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,"Revisar después de señales prioritarias o cuando sector, contrato o ubicación industrial aumenten su relevancia analítica.","Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
QUENCORO 138,138.0,Contexto geográfico pendiente de validación pública,QUENCORO,Subestación de transmisión,Subestación o activo oficial,"QUENCORO a 138.0 kV cuenta con contexto oficial de subestación de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",55.56,52.49,77.95,85,79,60.65,Señal condicionada,Alta dependencia,Alta dependencia,50.96146398925495,1,0.028,Entrada puntual a zona mensual,Tuvo una entrada puntual a la zona ejecutiva; revisar el mes antes de extraer una conclusion general.,A,Nivel de precio,Episódica,1,12,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,"Revisar después de señales prioritarias o cuando sector, contrato o ubicación industrial aumenten su relevancia analítica.","Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
LA RAMADA 220,220.0,Contexto geográfico pendiente de validación pública,LA RAMADA,Subestación de transmisión,Subestación o activo oficial,"LA RAMADA a 220.0 kV cuenta con contexto oficial de subestación de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",57.22,53.27,75.57,81,72,60.58,Señal condicionada,Alta dependencia,Alta dependencia,52.10847171979766,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Nivel de precio,Episódica,2,12,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,"Revisar después de señales prioritarias o cuando sector, contrato o ubicación industrial aumenten su relevancia analítica.","Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
HUALLIN60,60.0,Contexto geográfico pendiente de validación pública,LT HUALLIN - T97,línea/corredor de transmisión,"Línea, terminal o corredor","LT HUALLIN - T97 a 60.0 kV se interpreta como contexto de línea, terminal o corredor. Sirve para orientar revisión topológica y ubicar qué tramo de red debe contrastarse con industria, contrato y confiabilidad.",62.55,53.63,75.69,58,71,60.34,Señal condicionada,Dependencia media,Dependencia media,76.09485781432079,10,0.476,Zona mensual frecuente,"Aparece con frecuencia en la zona ejecutiva mensual; conviene revisar recurrencia, contrato y contexto industrial.",A,Nivel de precio,Episódica,2,7,21,Cobertura analitica parcial,36,21,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,"Revisar después de señales prioritarias o cuando sector, contrato o ubicación industrial aumenten su relevancia analítica.","Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
DOLORESPATA 138,138.0,Contexto geográfico pendiente de validación pública,DOLORESPATA,Subestación de transmisión,Subestación o activo oficial,"DOLORESPATA a 138.0 kV cuenta con contexto oficial de subestación de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",55.04,52.06,77.35,87,82,60.26,Señal condicionada,Alta dependencia,Alta dependencia,50.3817791567303,1,0.028,Entrada puntual a zona mensual,Tuvo una entrada puntual a la zona ejecutiva; revisar el mes antes de extraer una conclusion general.,A,Nivel de precio,Episódica,1,12,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,"Revisar después de señales prioritarias o cuando sector, contrato o ubicación industrial aumenten su relevancia analítica.","Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
ZAÑA 60,60.0,Contexto geográfico pendiente de validación pública,CH ZAÑA,Subestación de transmisión,Subestación o activo oficial,"CH ZAÑA a 60.0 kV cuenta con contexto oficial de subestación de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",58.26,53.0,74.03,77,76,60.09,Señal condicionada,Alta dependencia,Alta dependencia,53.1818001961114,7,0.194,Zona mensual episodica,Entra en la zona ejecutiva algunos meses; se interpreta como episodio o sensibilidad temporal.,A,Nivel de precio,Episódica,2,11,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,"Revisar después de señales prioritarias o cuando sector, contrato o ubicación industrial aumenten su relevancia analítica.","Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
SOCABAYA 220,220.0,Contexto geográfico pendiente de validación pública,SOCABAYA,Subestación de transmisión,Subestación o activo oficial,"SOCABAYA a 220.0 kV cuenta con contexto oficial de subestación de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",58.88,53.23,76.39,73,73,59.97,Señal condicionada,Alta dependencia,Alta dependencia,52.18060280159416,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Nivel de precio,Episódica,1,10,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,"Revisar después de señales prioritarias o cuando sector, contrato o ubicación industrial aumenten su relevancia analítica.","Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
MOQUEGUA 220,220.0,Contexto geográfico pendiente de validación pública,MOQUEGUA,Subestación de transmisión,Subestación o activo oficial,"MOQUEGUA a 220.0 kV cuenta con contexto oficial de subestación de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",59.41,53.84,75.4,72,68,59.95,Señal condicionada,Alta dependencia,Alta dependencia,53.13573680806066,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Nivel de precio,Episódica,2,10,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,"Revisar después de señales prioritarias o cuando sector, contrato o ubicación industrial aumenten su relevancia analítica.","Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
